	key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
2394		ModelingAssist	Leveraging semantic web technologies for consistency management in multi-view point systems engineering									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2395		ModelingAssist	Impact analysis of ERP post-implementation modifications: design, tool support and evaluation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2397		ModelingAssist	A methodology for enterprise systems post-implementation change management									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2399		ModelingAssist	Requirements Tracing On target (RETRO): improving software maintenance through traceability recovery									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2401		ModelingAssist	Synchronizing cardinality-based feature models and their specializations									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2403		ModelingAssist	Current issues in UML diagrams coevolution and consistency techniques and approaches									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2404		ModelingAssist	A Change Impact Model for Changeability assessment in Object-Oriented Software Systems									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2405		ModelingAssist	Discrete-event system simulation									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2406		ModelingAssist	Towards semantic integration of multiple domain-specific languages using ontological foundations									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2407		ModelingAssist	Model Engineering using Multimodeling									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2408		ModelingAssist	Model driven architecture: Principles and practice									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2409		ModelingAssist	The entity-relationship model: Toward a unified veiw of data									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2410		ModelingAssist	A slice of MDE with AOP: trnasforming high-level business rules to aspects									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2411		ModelingAssist	Decoupling web application concerns through weaving operations									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
